Time,FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,HV 450-A,PE-A
78.2,111355.44,72487.88,100676,54291.54,69147.43,51456,2046.24,28928.05
78.2,65566.28,70594.59,60868,22705.95,65901.555,22580,12410.721,38.25
78.4,81367.44,73473.64,72577,25825.17,77590.35,21813,15302.7,12.75
78.4,62649.082,71185.58,57677,49266.75,73815.086,43741,-32.34,-8.5
78.5,131682,74237.08,116248,60704.82,73941.55,53804,1826.7201,29190.701
78.6,83246.96,69665.86,78312,28748.16,69645.11,27052,13433.84,39.100002
78.7,90965.64,70660.97,84368,27685.17,67368.76,26932,121.520004,-33.15
78.8,96735.44,71350.72,88852,29601.9,67463.836,28756,13079.08,38.25
78.8,80129.164,70749.95,74224,26935.59,67936.07,25984,18725.84,20.400002
79.2,84585.88,70888.64,78199,29648.4,66865.26,29059,12081.44,9.35
79.5,106814.4,73120.47,95735,52252.98,69104.055,49555,952.56,33220.55
79.9,81761.84,69385.24,77226,26740.291,65171.133,26890,119.560005,-36.55
80.1,121445.96,74533.72,106785,64715.91,70587.03,60085,1913.9401,47236.203
80.2,88503.36,69924.37,82949,29784.18,67028.48,29121,55.86,66.3
80.5,104849.88,74809.12,91853,42482.4,69699,39945,3428.04,86.700005
81.1,94194.96,70592.36,87448,32568.6,68244.53,31276,52.920002,33.15
81.4,85714,70164.3,80060,28152.96,67455.125,27352,105.840004,133.45
81.4,73334.6,70349.35,68317,21425.34,66492.92,21117,13733.721,-20.400002
82.2,78669.88,71116.18,72497,24602.22,66987.875,24069,12680.221,11.05
82.2,94934.12,70890.13,87764,30645.36,67631.14,29696,10.780001,4.25
82.4,97954.68,70671.19,90837,33941.28,69052.12,32213,199.92,121.55
82.5,85633.76,70372.84,79748,31195.92,68440.55,29872,21946.121,19.550001
82.5,77904.2,72115.06,70797,28238.52,67647.75,27357,79.380005,32.3
82.7,78531.84,70597.97,72901,28673.76,68191.875,27557,-23.52,-22.95
82.9,78042.92,73539.83,69549,33390.72,69396.95,31533,100.94,-26.35
83.3,76874,71632.92,70331,24536.19,66306.7,24251,12880.141,49.300003
84.2,79354.64,70652.45,73608,24527.82,67089.12,23960,13237.84,71.4
84.4,90742.6,71724.664,82913,33688.32,68537.48,32213,126.420006,87.55
84.5,83504,70052.73,78120,25423.41,67729.61,24600,42.14,0.85
84.7,84589.96,70463.15,78675,31584.66,67260.195,30775,31.36,9.35
84.8,87135.2,69705.62,81923,23987.49,66423.47,23667,134.26001,18.7
85,82182.08,69694.03,77279,18445.621,66702.66,18123,51.940002,27.2
85.2,79177.84,70155.734,73964,24534.33,70434.63,22828,16671.76,82.450005
85.2,91306.32,70633.42,84717,38147.67,67713.39,36921,33.32,45.050003
85.8,75154.96,72584.336,67857,21794.55,67117.51,21281,17728.201,-23.800001
86.1,87106.64,71890.66,79407,26810.041,68136,25787,57.82,27.2
86.2,78282.96,71763.22,71490,26385.03,67709.67,25538,114.66,39.100002
86.2,81525.88,70082.51,76237,21650.4,66052.82,21481,13901.3,45.9
86.6,70173.96,72789.62,63181,29061.57,66740.69,28537,15428.141,28.900002
87.4,80355.6,71858.98,73285,35301.87,69307.2,33381,19228.58,40.800003
87.9,94167.76,70728.08,87255,29497.74,68955.38,28035,37.24,33.15
88,84922.484,71388.92,77960,30471.451,68785.375,29032,14950.88,102.850006
88.5,89621.28,70923.89,82813,36455.07,66793.02,35769,141.12,75.65
88.6,81200.84,71355.875,74578,28006.951,66797.57,27478,22819.3,-26.35
88.8,72229.6,68795.89,68807,17588.16,63799.066,18067,-14.700001,-9.35
88.8,79132.28,70596.42,73460,26902.11,67179.43,26244,55.86,32.3
88.8,81876.76,80596.52,66577,79140.21,73973.914,70113,673.26,36799.05
88.9,79543.68,69538.78,74965,21555.541,70672.06,19989,12717.46,-26.35
89.3,95806.56,71135.55,88265,30574.68,66985.66,29913,87.22,80.75
89.7,99245.32,71817.39,90565,33062.43,71039.625,30501,37.24,-5.1000004
89.7,80777.88,73993.42,71545,35127.96,68718.73,33501,61.74,50.15
90,97083.6,69586.16,91433,38878.65,66552.2,38285,58.800003,41.65
90,102488.24,70302.17,95540,31540.951,67772.72,30500,6.86,3.4
90.2,84974.84,70459.55,79037,32785.29,70536.65,30461,22.54,3.4
90.5,82518.68,70945.26,76227,25891.201,65985.06,25715,11617.9,26.35
90.8,81731.24,71088.945,75347,27485.22,67678.81,26615,97.020004,37.4
91.3,96179.2,75418.78,83576,39977.91,83016.234,31560,18094.72,53.550003
91.5,74254.64,72915.08,66740,24805.89,70461.12,23072,14532.42,51.850002
91.7,106292.164,74042.195,94081,27019.291,68609.266,25809,1279.88,182.75
92.2,82326.24,69856.96,77234,24478.53,66088.2,24274,11907,50.15
92.3,82343.24,69945.65,77152,20324.22,66705.14,19968,14092.4,100.3
92.6,81621.08,68910.64,77624,17073.871,64904.484,17240,13292.721,25.5
92.6,93638.72,71294.055,86076,29109,67409.445,28300,38.22,13.6
93.3,76677.484,69381.12,72428,40038.36,66348.59,39548,12088.3,10.200001
93.3,83256.484,70052.22,77889,29610.27,67033.016,28949,61.74,40.800003
93.4,79233.6,70976.67,73160,28031.13,67707.81,27132,-5.88,71.4
93.4,86474.92,68438.08,82808,31326.121,66951.1,30664,119.560005,22.1
93.5,74698,70323.19,69613,25920.03,67685.19,25097,15071.42,19.550001
93.6,85421.6,68827.95,81336,29437.291,66077.62,29196,12662.58,-22.95
93.7,120554.484,72731.33,108628,68506.59,69888.67,64240,1859.06,21636.75
94.1,90994.2,71176.67,83783,32299.83,68720.64,30803,69.58,96.9
94.3,114577.96,69655.31,107802,29623.291,66866.164,29034,79.380005,36.55
94.6,94755.28,69029.37,89960,23372.76,66218.11,23132,19.6,-31.45
94.8,80657.52,69587.05,75962,30525.39,66448.95,30106,14935.2,59.5
95,111432.28,74797.984,97634,76328.82,69532.2,71942,843.78,40235.6
95.1,84400.92,70405.016,78564,23514.121,66377.56,23216,74.48,-28.050001
95.4,75359.64,71543.19,69032,24492.48,67295.8,23852,18534.74,44.2
95.6,75867.6,69600.62,71437,21394.65,64825.918,21629,13669.04,-12.75
95.8,80922.72,69826.875,75950,27575.43,67326.7,26842,-9.8,43.350002
96,81519.08,71509.92,74709,30902.97,67362.625,30065,108.78,19.550001
96,76646.2,71665.2,70091,32850.39,66986.63,32139,16962.82,16.15
96,109200.52,72682.79,98463,59306.1,68801.84,56491,1484.7001,24900.75
96.3,106432.24,78116.984,89291,38389.47,88853.695,28315,76.44,44.2
96.5,104547.96,70240.97,97545,39494.31,68529.73,37769,19.6,60.350002
96.7,86653.08,73353.695,77418,42261.06,69978.8,39578,64.68,30.6
96.8,81109.04,72082.26,73743,32354.701,68112.1,31131,129.36,41.65
97.1,74458.64,69213.95,70502,25675.44,67097.29,25078,-79.380005,-65.450005
97.4,78628.4,71624.03,71945,27311.31,69061.78,25917,89.18,140.25
97.8,81159.36,70228.95,75736,28324.08,67041.57,27688,87.22,59.5
97.9,92758.805,68772.87,88393,21398.371,65283.91,21481,13801.34,39.95
97.9,83807.96,70036.07,78423,27947.43,66267.33,27639,13452.46,-10.200001
97.9,117431.92,74346.17,103516,53048.13,69967.85,49688,1582.7001,1255.4501
98,101798.72,71174.61,93734,35349.3,67083.22,34534,90.16,1.7
98,61161.242,70467.53,56881,17130.6,65267.777,17201,11438.561,19.550001
98,75668.36,71466.69,69389,34282.59,67524.53,33273,69.58,48.45
98.1,77272.484,70833.914,71493,25584.3,66872.445,25073,23.52,75.65
98.2,95768.484,69259.36,90620,26761.68,65373.992,26828,4.9,-35.7
98.6,92149.52,75984.695,79478,45530.94,68160.164,43778,1308.3,22391.55
98.8,86280.44,71803.766,78749,39416.19,68619.46,37645,3.92,59.5
98.9,85097.92,71163.055,78369,31068.51,68305.08,29809,108.78,38.25
99.1,81118.56,70577.586,75324,25517.34,66005.07,25336,12470.5,42.5
99.3,80589.52,70105.195,75337,23135.61,69945.81,21677,40217.242,60.350002
99.5,96062.24,69928.65,90028,34077.06,67470.516,33100,53.9,0.85
99.7,90815.36,70341.63,84611,36200.25,67293.13,35255,159.74,107.950005
100.1,81021.32,69920.25,75941,25092.33,67348.61,24417,16005.36,74.8
101.1,91975.44,71157.76,84709,35775.242,67588.18,34689,135.24,-14.450001
101.2,82954.56,70643.48,76957,23111.43,66638.69,22729,15192.94,45.050003
101.6,92318.84,69066.3,87600,25597.32,65406.504,25648,15541.82,60.350002
101.6,87896.12,71764.09,80268,33298.65,69111.36,31576,187.18001,28.900002
101.9,93543.52,71507.35,85732,37025.16,71594.51,33892,154.84,90.950005
101.9,118837.484,74157.164,105022,48874.29,70941.875,45150,649.74,35723.8
102.4,91842.164,70881.44,84916,23428.56,66722.32,23012,17102.96,119.850006
102.5,93394.6,71588.06,85499,38918.64,68155.2,37423,86.240005,11.900001
102.6,120602.08,75151.68,105171,57802.29,71131.93,53255,1007.44,27275.65
102.8,117871.88,74480.09,103717,60619.26,69258.62,57361,1072.12,28530.25
102.8,94033.12,77585.7,79429,50737.082,93388.72,35605,12378.38,76.5
103,79999.96,69432.89,75510,18383.31,64779.477,18598,16203.32,19.550001
103.7,94849.12,81633.07,76146,30426.81,89331.23,22322,13631.8,54.4
104,96155.4,69753.94,90341,29454.03,67133.84,28753,83.3,55.25
104,111125.6,68057.78,107008,27800.49,67061.73,27168,-73.5,63.75
104.1,74112.52,69779.02,69606,16994.82,64988.48,17138,14052.221,0
104.4,94759.36,70476.18,88117,32124.06,66452.53,31681,54.88,23.800001
104.6,89557.36,69464.94,84492,27965.1,66077.33,27736,19.6,61.2
104.7,94253.44,72206.69,85546,39138.12,67931.45,37758,-24.5,96.9
105.1,103264.805,70988.664,95333,40193.67,69669.45,37809,196.98001,22.1
105.5,85849.32,70076.37,80287,28880.22,67109.68,28203,36.260002,79.05
105.7,121637.72,76488.67,104220,49416.48,70050.14,46232,1996.26,16073.5
105.8,108261.44,70820.625,100183,74418.6,70150.85,69523,813.4,31267.25
105.8,92465.72,70374.805,86108,32986.17,67362.016,32092,106.82,75.65
105.8,89987.12,69937.336,84324,26921.64,65991.05,26736,13723.92,72.25
106.5,82096.4,75088.9,71652,38192.31,78061.73,32064,206.78,2.5500002
106.7,86504.84,69759.95,81267,24919.35,65800.98,24819,14825.44,62.050003
106.8,81217.84,72362.45,73556,33754.35,68810.66,32148,113.68,85.850006
106.9,70902.92,74039.11,62760,26441.76,67490.55,25676,193.06,45.050003
107,84867.4,70283.31,79135,24785.43,66486.75,24431,14476.561,0
107.7,78353.68,69058.55,74357,23779.17,66196.24,23542,6.86,-17.85
107.9,76428.6,69573.78,71993,25530.36,66403.05,25197,49.98,42.5
108.3,89423.4,70237.2,83438,26543.13,67366.23,25822,16777.6,-7.65
109,84020.805,69303.71,79453,19959.66,66490.945,19673,4298.2803,35.7
109.6,76113.76,71283.3,69977,23038.89,65586.93,23021,14283.5,17
109.7,110954.92,76070.91,95589,62197.47,73607.695,55377,552.72003,28624.602
109.8,87634.32,70627.33,81317,27202.5,67443.84,26433,105.840004,63.75
110,88236.805,71112.89,81317,30442.621,67682.85,29477,82.32,97.75
110.1,112575.36,73528.13,100339,49494.6,74692.664,43427,1343.5801,34968.152
110.2,101334.28,71925.695,92332,57327.06,70334.47,53416,882.98004,38487.152
110.9,75301.84,70435.34,70064,21059.85,66240.08,20836,17565.52,11.05
111,78613.44,71599.45,71956,23722.44,67949.03,22880,14651,72.25
111.5,91532.08,72029.86,83280,29384.28,67126.62,28688,19429.48,31.45
111.6,86162.12,70224.984,80409,29354.52,67290.84,28589,196,51
111.8,89924.56,71815.164,82062,33535.8,67703.85,32462,17231.34,8.5
112,75608.52,70287.82,70497,23980.98,65876.58,23857,11568.9,103.700005
112,77864.76,72817.03,70079,33281.91,69920.28,31195,12330.36,23.800001
112,101802.805,71285.46,93592,137907.84,71813.945,125852,103.880005,108.8
112.1,84109.2,75553.83,72957,28520.31,81304.414,22989,16940.281,40.800003
112.2,119587.52,73972.266,105949,63402.75,69538.98,59753,1563.1,28405.3
112.7,82547.24,72982.336,74125,33035.46,72135.81,30013,13306.44,31.45
112.8,81134.2,69624.34,76370,35432.07,68356.67,33970,67.62,-2.5500002
113.2,94595.484,70228.375,88275,36358.35,67625.41,35235,285.18,90.100006
113.3,88850.164,71477.13,81465,27110.43,66781.02,26605,145.04001,-17.85
113.6,78297.24,70570.03,72712,23093.76,66310.586,22824,13569.08,18.7
113.8,82144,70550.94,76305,25567.56,65976.125,25397,13225.101,6.8
113.9,74849.64,71887.95,68236,26717.97,71364.08,24536,0,-16.15
114.3,124353.64,74445.66,109471,50977.02,69858.22,47823,1304.38,24825.102
114.5,87369.12,71042.62,80597,26946.75,67494.07,26165,20423.201,68
114.8,70203.88,72454.836,63500,25947,66768.6,25468,13699.42,-38.25
115,79665.4,69910.04,74681,23661.06,66072.32,23469,9928.38,39.100002
115.2,79502.88,70424.7,73984,23050.98,67248.45,22464,17121.58,57.800003
115.5,117142.92,72324.97,106147,68237.82,69559.26,64291,1052.52,28942.5
116.1,107417.56,69031.05,101979,26061.39,66563.75,25659,157.78,76.5
116.4,88015.12,70023.17,82375,24620.82,65466.39,24647,16585.52,69.700005
116.5,84053.44,69968.2,78729,26656.59,66513.09,26265,16099.44,22.1
116.8,91675.56,69525.55,86415,33300.51,66094.75,33019,7147.14,63.75
116.9,85816.68,76696.56,73329,49646.19,72127.805,45109,1946.28,35507.902
117.5,95173.484,70820.35,88072,30190.59,67042.914,29512,15488.9,-10.200001
117.9,77311.24,71156.1,71205,22508.791,66075.52,22325,16054.36,56.100002
118.1,87487.44,69239.41,82808,28503.57,65710.21,28428,81.340004,36.55
118.2,82874.32,69845.445,77761,34502.07,67157.555,33669,180.32,166.6
118.4,88450.32,80619.17,71902,45321.69,71354.5,41626,550.76,29411.701
118.6,73461.08,80705.836,59653,34029.63,92045.32,24229,10619.28,-1.7
119.1,90890.84,68641.29,86779,24206.97,67190.21,23611,99.96,20.400002
119.3,117729.08,75964.57,101567,63673.38,75270.086,55439,676.2,39386.45
120.4,87781.88,71013.49,81011,32699.73,66596.52,32179,16550.24,10.200001
120.4,77846.4,71097.484,71757,33670.65,66987.63,32941,109.76,-17.85
120.9,96621.88,70407.984,89936,36044.94,66654.664,35440,41.16,9.35
120.9,81558.52,70124.37,76222,24587.34,66142.19,24362,17932.041,41.65
121,75643.2,70691.08,70127,24362.28,64642.555,24699,14812.7,26.35
121.1,85116.28,69612.41,80132,39375.27,67193.47,38404,15877.96,68.85
121.3,89088.84,70089.516,83301,25795.41,67241.875,25141,72.520004,-2.5500002
121.6,84210.52,71093.18,77628,22311.63,66621.8,21948,16701.16,7.65
121.6,99363.64,70785.33,91995,24220.92,67001.914,23691,53.9,96.05
121.8,86343,69643.14,81251,23282.55,65658.81,23239,83.3,65.450005
121.8,83629.12,71269.79,76901,26319,66501.21,25937,15834.84,28.900002
122.1,82016.84,71662.63,75005,75042.63,72497.22,67837,116.62,257.55002
122.5,109155.64,73662.13,97114,51149.07,69496.734,48234,938.84,227.8
122.5,81085.92,68589.59,77476,27939.99,66372.164,27588,72.520004,-5.9500003
122.7,80628.28,71196.41,74218,20957.55,66861.75,20542,14027.721,34
122.7,81249.805,69423.57,76700,21082.17,65679.84,21036,14297.221,-2.5500002
122.9,87562.92,76476.945,75036,38648.94,86470.6,29292,98,22.95
123.8,80554.164,70934.07,74424,28785.36,68410.12,27576,64.68,1.7
124,96106.44,73367.26,85848,65533.38,68725.53,62492,797.72003,25512.75
124.1,126095.125,72073.21,114658,64014.69,69418.984,60434,1559.18,36825.402
124.2,88437.4,72382.77,80072,33626.01,76074.09,28968,124.46,49.300003
124.6,81847.52,70913.39,75641,26571.03,68125.625,25561,-30.380001,-24.650002
124.8,66096,71451.37,60624,19697.4,67614.125,19092,46.06,-25.5
125.5,69293.36,70389.984,64515,23605.26,66170.26,23379,15161.58,-19.550001
125.5,92476.6,71553.94,84699,28044.15,67265.73,27323,-55.86,22.1
125.6,125688.484,75020.69,109798,182051.22,79827.84,149458,18207.42,37686.45
125.8,111330.28,74966.77,97325,70406.58,72140.305,63961,700.7,27953.951
125.8,74103.68,71125.65,68280,21398.371,67551.24,20760,16832.48,21.25
126.1,86086.64,70345.43,80201,26169.27,66969.79,25609,-10.780001,13.6
126.2,97171.32,70670.055,90112,32427.24,66303.25,32052,172.48001,-26.35
126.2,83460.484,70071.82,78058,25249.5,66945.19,24718,90.16,45.050003
126.3,92548,70141.74,86471,30804.39,66436.195,30387,165.62001,7.65
126.7,93918.88,69982.125,87952,18828.78,65860.53,18736,11920.721,65.450005
126.9,94628.805,69572.95,89138,26882.58,66008.875,26690,12197.08,56.95
126.9,96612.36,73044.71,86681,107800.95,72712.75,97161,198.94,31.45
127,67912.28,70982.914,62701,18421.44,70811.625,17049,10256.681,33.15
127.3,92677.2,70680.23,85932,25017,66722.86,24572,20681.92,56.100002
127.5,97019,71040.97,89501,34588.56,72363.8,31325,84.28,11.05
128.3,115899.88,73958.52,102701,55870.68,70991.74,51577,1469.02,41141.7
128.4,126554.125,76512.25,108399,72136.38,71267.51,66335,716.38,29502.65
128.5,81561.92,69106.41,77348,18470.73,67354.66,17972,104.86,3.4
129,70486.76,71654.47,64468,29878.11,67913.836,28832,11338.601,33.15
129,79632.08,70084.445,74464,18924.57,66823.31,18560,14918.54,35.7
129.1,82789.32,70078.41,77423,26554.291,65484.93,26575,16738.4,36.55
129.5,79126.84,72535.805,71491,33164.73,68800.73,31591,58.800003,36.55
129.6,104862.125,73110.54,93998,45693.69,77096.49,38842,414.54,113.9
129.7,78357.76,70264.125,73085,19760.64,66572.42,19453,13810.16,27.2
129.7,99425.52,69611.15,93605,27949.291,67817.57,27009,129.36,87.55
129.8,72046,71202.9,66312,25815.871,66724.59,25356,17136.281,69.700005
129.9,88478.2,73230.125,79182,32929.44,77656.125,27790,18725.84,40.800003
130.4,98178.4,75851.98,84826,39369.69,82670.04,31210,98,0.85
130.8,80107.4,72094.46,72820,24512.94,67783.97,23700,14956.761,26.35
130.9,90941.164,73955.43,80588,36431.82,79981.11,29852,19321.68,80.75
130.9,90396.484,69074.27,85766,20535.33,70145.086,19186,15520.261,115.600006
131,91402.2,69906.35,85688,27371.76,67356.41,26632,87.22,130.90001
131.1,120519.805,74409.88,106147,60905.7,70502.8,56615,1091.72,30745.352
131.2,109318.84,76277.84,93924,41030.67,85137.62,31584,16802.1,51
131.2,79739.52,69541.164,75147,23817.3,66423.71,23499,12072.62,-29.75
131.3,80345.4,74481.11,70696,31797.63,70420.71,29592,14962.641,67.15
131.5,82985.84,68538.88,79350,20378.16,64485.906,20710,12262.74,25.5
131.6,83274.84,69091.91,78989,17726.73,65839.555,17645,14449.12,-9.35
131.6,91839.44,71644.58,84009,30873.21,68030.89,29741,127.4,86.700005
131.8,78593.04,81096.37,63513,41604.48,73594.195,37049,1600.3401,384.2
132,85652.805,70108.94,80066,18950.61,66039.945,18806,88.200005,22.95
132.1,86728.56,70442.23,80688,26906.76,68030.914,25920,121.520004,-11.900001
132.1,70424.88,72196.305,63928,26784,68631.38,25576,30.380001,62.050003
132.6,99292.24,69565.4,93541,18537.69,65158.812,18645,15450.681,56.95
132.8,69504.84,69217.56,65808,25726.59,66979.9,25172,63.7,33.15
133.2,79230.2,68773.01,75501,22891.95,66852.94,22441,94.08,-39.100002
133.8,100436.68,70457.586,93421,29868.81,66317.12,29517,17894.8,15.3
133.9,87382.04,69924.414,81898,25217.88,66648.34,24797,38.22,50.15
134.3,87027.76,71118.016,80197,28947.18,66599.35,28485,33.32,119
134.3,79706.2,70234.58,74374,28187.371,65998.125,27990,18173.121,78.200005
134.5,67691.96,70450.38,62970,21642.03,66407.54,21358,12892.88,46.75
135,115409.6,74943.11,100923,59634.39,69710.85,56063,577.22003,33475.55
135.1,115560.56,73533.65,102992,52217.64,69324.52,49364,1345.54,39697.55
135.8,75926.08,68297.63,72856,21097.98,65679.14,21052,-8.82,78.200005
135.9,87511.24,70608.9,81224,30412.86,66704.73,29880,96.04,-11.05
136.6,62445.082,73102.08,55982,32475.6,68193.56,31210,0.98,53.550003
137.1,76477.56,72865.21,68785,27117.871,69495.05,25573,45.08,105.4
137.4,82012.76,70227.46,76534,20019.18,65579.17,20006,13759.2,54.4
137.6,114190.36,71664.63,104425,58888.53,68998.96,55933,867.3,24734.15
137.6,92409.96,70101.16,86392,30636.06,66123.2,30364,18529.84,65.450005
137.8,82518,70747.914,76439,29318.25,67724.11,28371,15190.98,23.800001
138,76536.04,72684.23,69009,33643.68,67483.01,32673,59.780003,12.75
138,81064.84,71666.88,74130,27931.621,67611.98,27074,20.58,65.450005
138,73663.04,69275.21,69687,15183.18,64904.113,15331,11627.7,-4.25
138.2,123220.76,85723.35,94203,48665.97,89965.67,35451,781.06,25324.05
138.4,70061.76,70532.08,65099,20690.64,65865.92,20587,13991.46,5.9500003
138.6,75384.805,69314.88,71275,30770.91,66627.1,30267,10009.72,17
138.7,90829.64,71666.41,83060,38493.63,67727.63,37248,174.44,97.75
139.2,125493.32,79739.49,103140,69795.57,78046.05,58608,773.22003,16394.8
139.3,79083.32,70350.664,73671,22008.45,67604.67,21335,100.94,57.800003
139.3,84148.64,70586.29,78128,28501.71,67913.33,27504,14786.24,55.25
139.6,115075.04,77156.22,97744,52590.57,75602.695,45588,571.34,25837.451
139.7,91582.4,71896.79,83480,37026.09,74828.6,32428,19791.1,-1.7
140,79382.52,69718.75,74620,19279.83,64902.555,19468,16919.701,39.100002
140.1,83232.68,70899.67,76936,31128.03,66797.86,30540,98.98,45.9
140.5,101706.24,70766.445,94189,30136.65,68064.77,29017,23.52,85.850006
140.8,134854.88,75503.62,117052,72021.06,70662.51,66796,1434.72,39450.2
140.8,123246.6,73172.65,110384,47256.09,69395.34,44628,1432.76,41774.95
141.4,73535.2,71027.31,67850,26597.07,66727.875,26122,12669.44,-7.65
142.1,83589,70545.74,77653,22585.98,65009.22,22769,14744.101,12.75
142.4,117718.2,73434.93,105056,63069.81,71166.37,58080,831.04004,42715.05
142.6,80775.164,72592.75,72923,29781.39,72108.23,27067,17459.68,62.050003
142.7,120219.92,73528.57,107152,54989.04,70518.195,51104,1247.54,26782.65
143,97427,69481.96,91894,31367.97,67823.54,30310,75.46,56.95
143.4,80658.2,72358.65,73053,32485.83,68068.91,31277,16900.1,31.45
144,114454.88,78686.16,95327,52271.582,78774.586,43487,1446.48,31242.602
144.1,262143,67178.945,255732,262143,66802.78,257172,262143,113673.91
144.1,96929.24,70359.71,90284,34636.92,66842.336,33960,104.86,37.4
144.4,123292.164,74494.766,108465,66775.86,71524.44,61185,1209.3201,43055.902
145.1,69593.24,72306.27,63077,29972.97,68574.22,28645,68.6,55.25
145.2,127109.68,73172.586,113844,67354.32,71616.15,61636,1003.52,33421.152
145.9,84169.04,70712.01,78008,31684.17,67601.7,30716,14417.761,-34.850002
146,65634.96,71328.3,60305,19977.33,68058.13,19237,13041.84,132.6
146.1,86285.2,70440.945,80277,29439.15,68239.11,28273,14007.141,158.1
146.2,94649.88,71077.164,87271,27330.84,67542.28,26519,-9.8,16.15
146.9,108372.96,73636.67,96451,72194.04,70131.91,67463,958.44,27431.201
147,93131.44,71505.125,85357,27645.18,67499.516,26841,19.6,68.85
147.6,80355.6,70086.836,75138,28470.09,67275.4,27734,17680.18,120.700005
147.7,72503.64,73119.516,64984,32511.871,69376.734,30712,58.800003,9.35
147.8,120497.36,80481.39,98121,65610.57,76875.09,55933,615.44,28552.352
148.4,90969.04,69900.54,85289,18114.541,64487.73,18409,11743.34,1.7
148.5,87051.56,70662.55,80736,24321.36,67084.37,23760,33.32,45.050003
148.8,90666.44,69998.766,84886,31177.32,67269.27,30374,123.48,-28.050001
149.4,65242.6,69563.805,61465,22128.42,65087.215,22281,13620.04,28.050001
149.5,94364.96,79534.73,77756,86338.414,75504.055,74940,2053.1,34281.35
149.6,107841.2,71727.77,98532,50460.87,70039.89,47216,121.520004,35.7
149.9,73856.164,70482.4,68673,26771.91,66456.72,26401,14351.12,-7.65
150.1,73635.84,71205.33,67773,54297.12,74262.08,47917,3052.7,-1.7
150.1,86579.64,71401.76,79467,28098.09,68887.67,26731,114.66,77.35
150.3,76469.4,71153.72,70432,19775.52,67318.125,19252,15297.801,147.05
150.3,85227.805,71300.78,78337,35566.92,68034.03,34261,35.28,96.9
150.4,106241.164,71142.98,97868,36642,68042.91,35292,112.700005,44.2
150.4,86283.164,71008.92,79633,20803.17,71721.64,19009,11396.42,60.350002
150.8,87503.76,70259.445,81621,29859.51,67234.94,29105,75.46,-1.7
151.1,75751.32,70737.64,70181,21888.48,68318.5,20997,11980.5,48.45
151.3,88086.52,71097.57,81196,30351.48,67000.625,29688,34.3,51
151.5,100460.484,76672.34,85869,37616.64,84158.13,29293,18358.34,127.5
151.5,106728.04,71290.53,98113,36732.21,69228.49,34773,47.04,27.2
152,102996.88,73781.82,91486,38129.07,70322.14,35534,583.10004,7383.95
152.2,79940.12,72441.31,72320,31377.27,67536.15,30448,123.48,17
152.2,76631.24,70124.48,71617,23134.68,67827.78,22353,37.24,54.4
152.3,83517.6,70757.02,77355,24901.68,66722.125,24459,15097.88,12.75
152.5,81236.88,70693.67,75310,28689.57,66283.57,28366,78.4,69.700005
152.8,79311.12,70147.695,74097,29367.541,66704.72,28853,8801.38,-20.400002
153.1,85682.72,69849.03,80392,19334.7,66788.89,18972,17727.22,69.700005
153.1,60360.88,67588.34,58528,37507.832,66709.55,36848,-20.58,56.100002
153.2,85690.2,71290.84,78773,24872.85,66661.234,24453,110.740005,115.600006
153.4,90336.64,70411.05,84082,28126.92,67015.41,27506,-42.14,39.100002
153.5,94827.36,69171.08,89844,27897.21,67285.13,27172,12905.62,54.4
153.7,127483,74665.1,111896,61511.13,70539.54,57148,854.56,50769.652
153.8,84483.88,70333.65,78721,25792.621,67546.266,25025,143.08,2.5500002
153.8,64117.88,71167.766,59044,36194.67,68469.41,34644,-41.16,22.1
154.1,104717.28,68591.85,100052,33587.88,66357.625,33172,15972.04,89.25
154.2,80357.64,68911.03,76422,19754.13,65022.94,19910,9313.92,-6.8
154.8,76735.96,69777,72072,23767.08,66112.03,23560,18324.041,2.5500002
155,71278.28,69426.51,67284,22157.25,66427.16,21860,17609.621,-26.35
155.7,103514.36,75190.55,90223,54847.68,69152.88,51979,1086.8201,25018.05
156.4,79516.484,71414.57,72971,32473.74,69455.93,30641,46.06,5.1000004
157.7,78178.24,71986.414,71173,25655.91,67263.5,24997,19158.02,63.75
157.8,77590.72,70037.266,72604,29283.84,66177.445,29000,69.58,-20.400002
157.8,69857.08,68977.18,66372,18882.72,65754.41,18820,11640.44,77.35
157.8,80054.36,68624.01,76452,24086.07,66156.945,23860,12693.94,26.35
158.4,98485.08,69742.484,92545,33341.43,67705.64,32273,96.04,16.15
158.5,99688.68,70488.945,92684,29338.71,67332.32,28556,4.9,45.050003
159,89904.164,69740.54,84484,28684.92,66795.586,28144,173.46,66.3
159.2,112399.92,76335.695,96498,71299.38,73852.96,63270,983.92004,42458.35
159.3,111515.24,74699.12,97836,54193.89,72959.13,48680,1176,30907.701
159.6,68160.484,73103.11,61105,24668.25,67033.98,24117,14767.62,5.1000004
160,118264.24,75887.73,102132,53725.17,71581.14,49188,1784.5801,41954.3
160,84496.12,71762.305,77165,28883.94,66895.35,28297,58.800003,74.8
160.3,78387,71699.12,71649,35207.01,68181.4,33841,18434.781,84.15
160.5,135722.56,73317.96,121317,51657.78,68691.18,49285,1042.72,29322.451
160.6,90457,70708.37,83840,29306.16,68779.85,27924,13180.0205,18.7
161.2,78439.36,71342.75,72055,27263.88,66375.63,26919,13380.92,-41.65
162,120913.52,74249.37,106724,66796.32,69033.68,63412,1810.06,44080.152
